filter;path_id
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellposition: Material->End;27
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Preis->End;28
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->End;29
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Erteile Genehmigung Level 2->End;30
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung->End;31
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Fordere Genehmigung Level 3 an->End;32
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->End;33
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Erfasse Rechnung->End;34
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Menge->End;35
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Menge->End;36
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellposition: Preis->End;37
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellposition: Menge->End;38
Start->Lege Bestellposition an->Ändere Bestellung: Lieferant->Lehne Genehmigung Level 1 ab->End;39
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Preis->End;40
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Fordere Genehmigung Level 2 an->End;41
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erfasse Wareneingang->Erfasse Rechnung->End;42
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an->Erfasse Rechnung->End;43
Start->Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 1->Lege Bestellposition an->End;44
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 3->End;45
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->End;46
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 1->End;47
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Material->End;48
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 3->End;49
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellung: Lieferant->End;50
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Wareneingang ab->Erfasse Rechnung->End;51
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Erfasse Rechnung->End;52
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Lehne Wareneingang ab->Erfasse Rechnung->End;53
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 2 ab->End;54
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellung: Währung->End;55
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an->End;56
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 3 ab->End;57
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erfasse Wareneingang->Erfasse Rechnung->End;58
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->End;59
Start->Lehne Genehmigung Level 2 ab->Lege Bestellposition an->Erteile Genehmigung Level 1->End;60
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 3 an->End;61
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Preis->Erfasse Rechnung->End;62
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 3 an->End;63
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Lieferant->End;64
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Ändere Bestellposition: Preis->End;65
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Fordere Genehmigung Level 2 an->End;66
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Lehne Wareneingang ab->Erfasse Rechnung->End;67
Start->Fordere Genehmigung Level 1 an->Fordere Genehmigung Level 2 an->Lege Bestellposition an->End;68
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Menge->End;69
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Lehne Genehmigung Level 3 ab->End;70
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 3 an->End;71
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Erfasse Rechnung->End;72
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab->End;73
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Lieferant->Erfasse Rechnung->End;74
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->Erfasse Rechnung->End;75
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellung: Lieferant->Lehne Wareneingang ab->Erfasse Rechnung->End;76
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Ändere Bestellposition: Menge->End;77
Start->Erteile Genehmigung Level 2->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Erfasse Rechnung->End;78
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Erfasse Wareneingang->Erfasse Rechnung->End;79
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erfasse Rechnung->Gleiche Rechnung aus->End;80
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Lieferant->Fordere Genehmigung Level 2 an->End;81
Start->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Lege Bestellposition an->End;82
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erfasse Rechnung->Gleiche Rechnung aus->End;83
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erfasse Rechnung->Gleiche Rechnung aus->End;84
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Erteile Genehmigung Level 1->Erteile Genehmigung Level 3->End;85
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Lehne Wareneingang ab->Erfasse Rechnung->Gleiche Rechnung aus->End;86
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Lehne Genehmigung Level 3 ab->End;87
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Ändere Bestellung: Währung->End;88
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->Erfasse Rechnung->End;89
Start->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Lege Bestellposition an->End;90
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Ändere Bestellposition: Preis->End;91
Start->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an->Lege Bestellposition an->End;92
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Ändere Bestellposition: Material->End;93
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Wareneingang ab->Erfasse Rechnung->Gleiche Rechnung aus->End;94
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Preis->End;95
Start->Lege Bestellposition an->Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->End;96
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 3 ab->Lehne Genehmigung Level 2 ab->End;97
Start->Lege Bestellposition an->Fordere Genehmigung Level 3 an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Währung->End;98
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erfasse Wareneingang->Erfasse Rechnung->End;99
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->Erfasse Rechnung->End;100
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 1->Lehne Wareneingang ab->Erfasse Rechnung->End;101
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung->Lehne Wareneingang ab->Erfasse Rechnung->End;102
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Ändere Bestellung: Lieferant->End;103
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellung: Lieferant->Erfasse Rechnung->End;104
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Ändere Bestellung: Währung->Erfasse Rechnung->End;105
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Lehne Genehmigung Level 1 ab->End;106
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Lehne Wareneingang ab->Erfasse Rechnung->End;107
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Ändere Bestellung: Währung->End;108
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->Ändere Bestellung: Lieferant->Erfasse Wareneingang->Erfasse Rechnung->End;109
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 3->End;110
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 3 an->End;111
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Lehne Genehmigung Level 3 ab->End;112
Start->Erteile Genehmigung Level 2->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->End;113
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Wareneingang ab->Erfasse Rechnung->Gleiche Rechnung aus->End;114
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Fordere Genehmigung Level 2 an->Ändere Bestellposition: Material->End;115
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 3 an->Fordere Genehmigung Level 2 an->End;116
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 3 ab->End;117
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab->End;118
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 3->Lehne Genehmigung Level 2 ab->Ändere Bestellung: Währung->End;119
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Erfasse Rechnung->Gleiche Rechnung aus->End;120
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Material->End;121
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Ändere Bestellposition: Menge->End;122
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Erfasse Rechnung->Gleiche Rechnung aus->End;123
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Erfasse Rechnung->End;124
Start->Lege Bestellposition an->Fordere Genehmigung Level 3 an->Ändere Bestellung: Währung->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab->End;125
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab->End;126
Start->Erteile Genehmigung Level 2->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Erteile Genehmigung Level 3->End;127
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Ändere Bestellposition: Material->Erfasse Rechnung->End;128
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Lehne Wareneingang ab->Erfasse Rechnung->End;129
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 3 an->End;130
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Preis->Erfasse Rechnung->End;131
Start->Lege Bestellposition an->Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 1 an->End;132
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Ändere Bestellposition: Material->End;133
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Erteile Genehmigung Level 2->End;134
Start->Lege Bestellposition an->Lehne Genehmigung Level 3 ab->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an->End;135
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Ändere Bestellung: Lieferant->Erfasse Rechnung->End;136
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 3->End;137
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Fordere Genehmigung Level 1 an->End;138
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 3 ab->End;139
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Lehne Genehmigung Level 3 ab->Lehne Genehmigung Level 1 ab->Erfasse Rechnung->End;140
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Lehne Wareneingang ab->Erfasse Rechnung->End;141
Start->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 1->Lege Bestellposition an->Erfasse Rechnung->Gleiche Rechnung aus->End;142
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Lieferant->Erteile Genehmigung Level 2->Erfasse Rechnung->End;143
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2->Erfasse Rechnung->End;144
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 3 an->Lehne Wareneingang ab->Erfasse Rechnung->End;145
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 3 ab->Erfasse Rechnung->End;146
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 3->End;147
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Lehne Genehmigung Level 3 ab->End;148
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an->Fordere Genehmigung Level 3 an->End;149
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung->Erteile Genehmigung Level 2->Fordere Genehmigung Level 3 an->End;150
Start->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 2 an->Lege Bestellposition an->Erfasse Rechnung->End;151
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Erteile Genehmigung Level 1->Fordere Genehmigung Level 3 an->End;152
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an->Erfasse Rechnung->Gleiche Rechnung aus->End;153
Start->Lege Bestellposition an->Ändere Bestellung: Lieferant->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->End;154
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 3->Fordere Genehmigung Level 2 an->End;155
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Währung->Erfasse Rechnung->Gleiche Rechnung aus->End;156
Start->Lehne Genehmigung Level 3 ab->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 1->Ändere Bestellung: Lieferant->Erfasse Rechnung->Gleiche Rechnung aus->End;157
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Erfasse Wareneingang->Erfasse Rechnung->End;158
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Erteile Genehmigung Level 3->End;159
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellung: Lieferant->Fordere Genehmigung Level 2 an->Erfasse Rechnung->End;160
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 1 an->End;161
Start->Lehne Genehmigung Level 2 ab->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung->End;162
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 2 ab->Erfasse Rechnung->End;163
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 2->Ändere Bestellposition: Menge->End;164
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Material->Erfasse Rechnung->End;165
Start->Lege Bestellposition an->Ändere Bestellposition: Menge->Lehne Genehmigung Level 1 ab->End;166
Start->Lehne Genehmigung Level 3 ab->Erteile Genehmigung Level 2->Erteile Genehmigung Level 1->Lege Bestellposition an->Ändere Bestellung: Währung->Erfasse Rechnung->End;167
Start->Lege Bestellposition an->Ändere Bestellung: Lieferant->Erteile Genehmigung Level 1->Erfasse Rechnung->End;168
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellung: Währung->Ändere Bestellposition: Preis->End;169
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Erteile Genehmigung Level 1->End;170
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Material->Erfasse Rechnung->End;171
Start->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 1->Lehne Genehmigung Level 3 ab->Erfasse Rechnung->End;172
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 1 an->End;173
Start->Lege Bestellposition an->Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2->Erfasse Rechnung->End;174
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an->Lehne Wareneingang ab->Erfasse Rechnung->End;175
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an->Ändere Bestellung: Lieferant->Lehne Wareneingang ab->Erfasse Rechnung->Gleiche Rechnung aus->End;176
Start->Fordere Genehmigung Level 2 an->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellung: Währung->End;177
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Preis->End;178
Start->Lege Bestellposition an->Ändere Bestellung: Lieferant->Erteile Genehmigung Level 1->End;179
Start->Lehne Genehmigung Level 2 ab->Lege Bestellposition an->Erteile Genehmigung Level 1->Erfasse Rechnung->End;180
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Material->Erfasse Rechnung->End;181
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Menge->End;182
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Ändere Bestellung: Währung->End;183
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Menge->End;184
Start->Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an->Lege Bestellposition an->Erfasse Rechnung->End;185
Start->Lege Bestellposition an->Erteile Genehmigung Level 3->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Lehne Wareneingang ab->Erfasse Rechnung->End;186
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 3->End;187
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab->Lehne Genehmigung Level 3 ab->Erfasse Rechnung->Gleiche Rechnung aus->End;188
Start->Erteile Genehmigung Level 2->Fordere Genehmigung Level 1 an->Lege Bestellposition an->End;189
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Ändere Bestellposition: Material->Fordere Genehmigung Level 3 an->End;190
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an->Ändere Bestellung: Währung->Erfasse Rechnung->Gleiche Rechnung aus->End;191
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 3 an->Lehne Wareneingang ab->Erfasse Rechnung->End;192
Start->Fordere Genehmigung Level 1 an->Lege Bestellposition an->Ändere Bestellposition: Menge->Ändere Bestellung: Lieferant->End;193
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Erteile Genehmigung Level 2->Erfasse Rechnung->End;194
Start->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Währung->End;195
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Menge->Erfasse Rechnung->End;196
Start->Lege Bestellposition an->Ändere Bestellposition: Material->Lehne Genehmigung Level 1 ab->End;197
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Lehne Genehmigung Level 3 ab->Lehne Genehmigung Level 1 ab->Erfasse Rechnung->End;198
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Ändere Bestellung: Lieferant->End;199
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Ändere Bestellung: Lieferant->Lehne Wareneingang ab->Erfasse Rechnung->End;200
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Ändere Bestellung: Lieferant->Lehne Genehmigung Level 3 ab->Erfasse Rechnung->Gleiche Rechnung aus->End;201
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Erfasse Rechnung->Gleiche Rechnung aus->End;202
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab->Ändere Bestellung: Währung->End;203
Start->Fordere Genehmigung Level 3 an->Erteile Genehmigung Level 1->Lege Bestellposition an->Erteile Genehmigung Level 2->Ändere Bestellung: Währung->Erfasse Rechnung->End;204
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2->Ändere Bestellposition: Preis->Erteile Genehmigung Level 3->End;205
Start->Lege Bestellposition an->Erteile Genehmigung Level 2->Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 3 ab->End;206
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Erfasse Rechnung->End;207
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Preis->Erteile Genehmigung Level 2->End;208
Start->Erteile Genehmigung Level 1->Lege Bestellposition an->Fordere Genehmigung Level 2 an->Ändere Bestellung: Lieferant->Erfasse Rechnung->End;209
Start->Lehne Genehmigung Level 1 ab->Lege Bestellposition an->Lehne Genehmigung Level 2 ab->Ändere Bestellung: Währung->Erteile Genehmigung Level 3->End;210
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Ändere Bestellposition: Menge->Lehne Wareneingang ab->Erfasse Rechnung->End;211
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Erteile Genehmigung Level 2->Fordere Genehmigung Level 3 an->Erfasse Wareneingang->Erfasse Rechnung->End;212
Start->Lege Bestellposition an->Fordere Genehmigung Level 1 an->Erteile Genehmigung Level 3->Erteile Genehmigung Level 2->End;213
Start->Lege Bestellposition an->Erteile Genehmigung Level 1->Lehne Genehmigung Level 2 ab->Erteile Genehmigung Level 3->End;214
Start->Fordere Genehmigung Level 1 an->Fordere Genehmigung Level 2 an->Lege Bestellposition an->Fordere Genehmigung Level 3 an->End;215
Start->Lege Bestellposition an->Lehne Genehmigung Level 1 ab->Ändere Bestellung: Währung->Ändere Bestellposition: Preis->End;216
