filter;path_id
Start->Lehne Genehmigung ab->Lege Bestellposition an->Wareneingang erfasst->Erfasse Rechnung->End;27
Start->Lege Bestellposition an->Ändere Bestellposition->Erfasse Rechnung->End;28
Start->Erteile Genehmigung->Lege Bestellposition an->Wareneingang erfasst->Erfasse Rechnung->End;29
Start->Lehne Genehmigung ab->Lege Bestellposition an->Erfasse Rechnung->End;30
Start->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->End;31
Start->Lege Bestellposition an->Ändere Bestellposition->Lehne Genehmigung ab->Wareneingang erfasst->Erfasse Rechnung->End;32
Start->Lege Bestellposition an->Wareneingang erfasst->Erteile Genehmigung->Erfasse Rechnung->End;33
Start->Lege Bestellposition an->Lehne Genehmigung ab->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->End;34
Start->Lege Bestellposition an->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;35
Start->Erteile Genehmigung->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->End;36
Start->Lege Bestellposition an->Ändere Bestellposition->Erteile Genehmigung->Erfasse Rechnung->End;37
Start->Lege Bestellposition an->Ändere Bestellposition->Lehne Genehmigung ab->Erfasse Rechnung->End;38
Start->Lege Bestellposition an->Wareneingang erfasst->Lehne Genehmigung ab->Erfasse Rechnung->End;39
Start->Lege Bestellposition an->Erfasse Rechnung->Gleiche Rechnung aus->End;40
Start->Lege Bestellposition an->Lehne Genehmigung ab->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;41
Start->Lehne Genehmigung ab->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->End;42
Start->Lehne Genehmigung ab->Lege Bestellposition an->Ändere Bestellposition->Erfasse Rechnung->End;43
Start->Lege Bestellposition an->Erteile Genehmigung->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;44
Start->Lege Bestellposition an->Lehne Genehmigung ab->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;45
Start->Lege Bestellposition an->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->End;46
Start->Lege Bestellposition an->Erteile Genehmigung->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->End;47
Start->Erteile Genehmigung->Lege Bestellposition an->Erfasse Rechnung->Gleiche Rechnung aus->End;48
Start->Lege Bestellposition an->Erteile Genehmigung->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;49
Start->Erteile Genehmigung->Lege Bestellposition an->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;50
Start->Erteile Genehmigung->Lege Bestellposition an->Ändere Bestellposition->Erfasse Rechnung->End;51
Start->Lege Bestellposition an->Ändere Bestellposition->Lehne Genehmigung ab->Erfasse Rechnung->Gleiche Rechnung aus->End;52
Start->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;53
Start->Lege Bestellposition an->Ändere Bestellposition->Erteile Genehmigung->Wareneingang erfasst->Erfasse Rechnung->End;54
Start->Lege Bestellposition an->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;55
Start->Lege Bestellposition an->Ändere Bestellposition->Erteile Genehmigung->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;56
Start->Lege Bestellposition an->Wareneingang erfasst->Erteile Genehmigung->Erfasse Rechnung->Gleiche Rechnung aus->End;57
Start->Lege Bestellposition an->Ändere Bestellposition->Lehne Genehmigung ab->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;58
Start->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erteile Genehmigung->Erfasse Rechnung->End;59
Start->Lehne Genehmigung ab->Lege Bestellposition an->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;60
Start->Lege Bestellposition an->Lehne Genehmigung ab->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;61
Start->Lege Bestellposition an->Ändere Bestellposition->Erteile Genehmigung->Erfasse Rechnung->Gleiche Rechnung aus->End;62
Start->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erteile Genehmigung->Erfasse Rechnung->Gleiche Rechnung aus->End;63
Start->Lege Bestellposition an->Erteile Genehmigung->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;64
Start->Erteile Genehmigung->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;65
Start->Lege Bestellposition an->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;66
Start->Erteile Genehmigung->Lege Bestellposition an->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->Gleiche Rechnung aus->End;67
Start->Lege Bestellposition an->Wareneingang erfasst->Lehne Genehmigung ab->Erfasse Rechnung->Gleiche Rechnung aus->End;68
Start->Erteile Genehmigung->Lege Bestellposition an->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->End;69
Start->Lege Bestellposition an->Wareneingang erfasst->Erteile Genehmigung->Ändere Bestellposition->Erfasse Rechnung->End;70
Start->Lehne Genehmigung ab->Lege Bestellposition an->Ändere Bestellposition->Wareneingang erfasst->Erfasse Rechnung->Gleiche Rechnung aus->End;71
Start->Lehne Genehmigung ab->Lege Bestellposition an->Wareneingang erfasst->Ändere Bestellposition->Erfasse Rechnung->End;72
